window,total_return,cagr,ann_vol,sharpe,max_drawdown,calmar,exposure,n_trades,win_rate
in_sample,1.6129387937892683,0.10097951865114396,0.10883547125663949,0.9386102385973178,-0.17252445084036727,0.5853055503684975,0.7897456279809221,7,0.8571428571428571
out_of_sample,0.7930499210895159,0.09188071924466601,0.16115986198658605,0.6267073291016542,-0.3371724962452115,0.27250360058385364,0.7956989247311828,6,0.8333333333333334
